location,total_sqft,bed,bath,price,price_per_sqft
Whitefield,1125.0,2.0,2.0,40.0,3555.5555555555557
Whitefield,1216.0,2.0,2.0,69.06,5679.276315789473
Whitefield,1216.0,2.0,2.0,75.0,6167.763157894737
Whitefield,1355.0,2.0,2.0,78.0,5756.457564575646
Whitefield,1255.0,2.0,2.0,77.0,6135.4581673306775
Whitefield,1216.0,2.0,2.0,73.0,6003.289473684211
Whitefield,709.0,1.0,1.0,34.735,4899.153737658674
Whitefield,1140.0,2.0,2.0,45.0,3947.3684210526317
Whitefield,1190.0,2.0,2.0,60.0,5042.016806722689
Whitefield,1312.0,2.0,2.0,55.0,4192.073170731707
Whitefield,1745.0,3.0,3.0,100.0,5730.659025787965
Whitefield,3200.0,4.0,4.0,224.0,7000.0
Whitefield,1096.0,2.0,2.0,39.0,3558.394160583942
Whitefield,825.0,1.0,1.0,44.9,5442.424242424242
Whitefield,1116.0,2.0,2.0,51.91,4651.433691756272
Whitefield,1227.0,2.0,2.0,53.49,4359.413202933985
Whitefield,1235.0,2.0,2.0,47.0,3805.668016194332
Whitefield,1870.0,3.0,3.0,138.0,7379.679144385027
Whitefield,1175.0,2.0,2.0,39.0,3319.148936170213
Whitefield,1180.0,2.0,2.0,41.0,3474.576271186441
Whitefield,1862.0,3.0,3.0,125.0,6713.211600429646
Whitefield,1655.0,3.0,3.0,113.0,6827.794561933535
Whitefield,530.0,1.0,1.0,29.44,5554.7169811320755
Whitefield,1085.0,2.0,2.0,57.0,5253.4562211981565
Whitefield,905.0,1.0,1.0,50.0,5524.861878453039
Whitefield,1600.0,3.0,3.0,82.0,5125.0
Whitefield,1230.0,4.0,4.0,80.0,6504.065040650406
Whitefield,1255.0,2.0,2.0,40.0,3187.2509960159364
Whitefield,630.5,1.0,1.0,32.15,5099.127676447264
Whitefield,905.0,1.0,1.0,52.0,5745.85635359116
Whitefield,1200.0,3.0,3.0,57.15,4762.5
Whitefield,1451.0,3.0,2.0,52.43,3613.370089593384
Whitefield,1187.0,2.0,2.0,37.85,3188.7110362257795
Whitefield,1216.0,2.0,2.0,83.0,6825.6578947368425
Whitefield,1301.0,2.0,2.0,65.0,4996.156802459646
Whitefield,1330.0,3.0,2.0,55.0,4135.338345864661
Whitefield,1155.0,2.0,2.0,55.0,4761.9047619047615
Whitefield,1355.0,2.0,3.0,76.0,5608.856088560886
Whitefield,4075.0,4.0,5.0,226.0,5546.01226993865
Whitefield,1216.0,2.0,2.0,75.0,6167.763157894737
Whitefield,1242.0,2.0,2.0,65.0,5233.494363929147
Whitefield,1495.0,3.0,2.0,67.0,4481.605351170569
Whitefield,1548.0,3.0,3.0,65.0,4198.966408268734
Whitefield,2856.0,4.0,5.0,154.5,5409.663865546218
Whitefield,1200.0,2.0,2.0,46.13,3844.1666666666665
Whitefield,1200.0,2.0,2.0,46.13,3844.1666666666665
Whitefield,1405.0,3.0,3.0,58.0,4128.113879003558
Whitefield,2856.0,4.0,5.0,158.5,5549.7198879551825
Whitefield,1355.0,2.0,2.0,73.0,5387.453874538745
Whitefield,2882.0,4.0,5.0,158.0,5482.303955586398
Whitefield,750.0,1.0,1.0,51.0,6800.0
Whitefield,1115.0,2.0,2.0,34.555,3099.103139013453
Whitefield,1105.0,2.0,2.0,39.99,3619.004524886878
Whitefield,1173.0,2.0,2.0,77.0,6564.364876385337
Whitefield,1200.0,3.0,3.0,68.4,5700.000000000001
Whitefield,982.0,2.0,2.0,37.0,3767.8207739307536
Whitefield,1118.0,2.0,2.0,42.0,3756.7084078711987
Whitefield,1216.0,2.0,2.0,69.0,5674.3421052631575
Whitefield,3425.0,4.0,5.0,250.0,7299.270072992701
Whitefield,1100.0,2.0,2.0,37.0,3363.6363636363635
Whitefield,1200.0,3.0,3.0,56.0,4666.666666666667
Whitefield,2856.0,4.0,5.0,157.5,5514.705882352941
Whitefield,1550.0,3.0,2.0,49.6,3200.0
Whitefield,2173.0,3.0,3.0,128.0,5890.473999079613
Whitefield,1435.0,3.0,3.0,45.0,3135.8885017421603
Whitefield,905.0,1.0,1.0,62.0,6850.828729281768
Whitefield,1870.0,3.0,3.0,138.0,7379.679144385027
Whitefield,1320.0,2.0,2.0,99.26,7519.69696969697
Whitefield,2901.0,3.0,4.0,190.0,6549.465701482248
Whitefield,1485.0,2.0,2.0,96.51,6498.989898989899
Whitefield,1755.0,3.0,3.0,101.0,5754.985754985755
Whitefield,1608.0,3.0,2.0,63.0,3917.910447761194
Whitefield,2225.0,3.0,3.0,149.0,6696.6292134831465
Whitefield,1250.0,2.0,2.0,82.0,6560.0
Whitefield,1495.0,3.0,2.0,61.28,4098.996655518395
Whitefield,605.0,1.0,1.0,40.0,6611.570247933884
Whitefield,1185.0,2.0,2.0,41.0,3459.915611814346
Whitefield,1200.0,3.0,3.0,56.58,4715.0
Whitefield,2210.0,3.0,3.0,156.0,7058.823529411765
Whitefield,1173.0,2.0,2.0,78.2,6666.666666666667
Whitefield,1740.0,3.0,4.0,130.0,7471.264367816092
Whitefield,1216.0,2.0,2.0,75.0,6167.763157894737
Whitefield,1060.0,2.0,2.0,35.0,3301.8867924528304
Whitefield,1655.0,3.0,3.0,120.0,7250.755287009063
Whitefield,4003.0,4.0,6.0,300.0,7494.379215588308
Whitefield,1125.0,2.0,2.0,45.0,4000.0
Whitefield,1180.0,2.0,2.0,70.0,5932.203389830508
Whitefield,1280.0,2.0,2.0,69.0,5390.625
Whitefield,2023.0,3.0,4.0,130.0,6426.099851705388
Whitefield,2134.0,3.0,4.0,118.0,5529.522024367385
Whitefield,1458.0,3.0,2.0,62.0,4252.400548696845
Whitefield,1808.0,3.0,4.0,80.0,4424.778761061947
Whitefield,905.0,1.0,1.0,60.0,6629.834254143647
Whitefield,1537.0,3.0,2.0,70.0,4554.326610279766
Whitefield,1186.0,2.0,2.0,55.0,4637.43676222597
Whitefield,1806.0,3.0,3.0,85.0,4706.5337763012185
Whitefield,1109.0,2.0,2.0,35.22,3175.834084761046
Whitefield,1216.0,2.0,2.0,67.0,5509.868421052632
Whitefield,1452.0,3.0,3.0,90.0,6198.347107438017
Whitefield,2850.0,4.0,5.0,240.0,8421.052631578947
Whitefield,1150.0,2.0,2.0,55.0,4782.608695652174
Whitefield,1600.0,3.0,3.0,69.0,4312.5
Whitefield,2830.0,4.0,5.0,190.0,6713.780918727915
Whitefield,1295.0,2.0,2.0,78.5,6061.776061776061
Whitefield,840.0,1.0,1.0,57.6,6857.142857142857
Whitefield,640.0,1.0,1.0,19.83,3098.4374999999995
Whitefield,1991.0,3.0,3.0,104.0,5223.505775991964
Whitefield,1190.0,2.0,2.0,41.0,3445.378151260504
Whitefield,1109.0,2.0,2.0,35.47,3198.376916140667
Whitefield,5200.0,4.0,5.0,242.0,4653.846153846154
Whitefield,1655.0,3.0,3.0,97.0,5861.027190332326
Whitefield,1850.0,3.0,3.0,150.0,8108.108108108108
Whitefield,1200.0,3.0,3.0,67.77,5647.5
Whitefield,1290.0,2.0,2.0,90.0,6976.7441860465115
Whitefield,1200.0,2.0,2.0,45.0,3750.0
Whitefield,1140.0,2.0,2.0,40.0,3508.7719298245615
Whitefield,1216.0,2.0,2.0,75.0,6167.763157894737
Whitefield,1356.0,2.0,2.0,94.84,6994.100294985251
Whitefield,1338.0,2.0,2.0,103.0,7698.056801195815
Whitefield,1115.0,2.0,2.0,55.0,4932.735426008969
Whitefield,1870.0,3.0,3.0,90.0,4812.834224598931
Whitefield,3450.0,3.0,4.0,208.0,6028.985507246377
Whitefield,1105.0,2.0,2.0,35.36,3200.0
Whitefield,1074.0,2.0,2.0,42.79,3984.171322160149
Whitefield,1100.0,2.0,2.0,52.0,4727.272727272727
Whitefield,1267.0,2.0,2.0,90.33,7129.439621152328
Whitefield,2400.0,4.0,4.0,143.0,5958.333333333333
Whitefield,1836.0,3.0,3.0,125.0,6808.278867102396
Whitefield,1197.0,2.0,2.0,50.0,4177.109440267335
Whitefield,3596.0,3.0,3.0,200.0,5561.735261401557
Whitefield,1275.0,3.0,2.0,65.0,5098.0392156862745
Whitefield,1155.0,2.0,2.0,39.0,3376.6233766233768
Whitefield,1141.0,2.0,2.0,62.0,5433.829973707274
Whitefield,1216.0,2.0,2.0,82.0,6743.421052631579
Whitefield,1495.0,2.0,3.0,88.0,5886.28762541806
Whitefield,1564.0,3.0,3.0,103.0,6585.677749360614
Whitefield,1585.0,3.0,3.0,84.0,5299.6845425867505
Whitefield,1200.0,3.0,3.0,56.0,4666.666666666667
Whitefield,1140.0,2.0,2.0,50.0,4385.964912280701
Whitefield,1558.0,3.0,3.0,90.0,5776.636713735558
Whitefield,1216.0,2.0,2.0,75.0,6167.763157894737
Whitefield,1227.0,2.0,2.0,70.0,5704.9714751426245
Whitefield,1704.0,3.0,3.0,120.0,7042.2535211267605
Whitefield,1495.0,3.0,2.0,60.55,4050.1672240802677
Whitefield,1256.0,2.0,2.0,73.0,5812.101910828025
Whitefield,1195.0,2.0,2.0,62.38,5220.083682008368
Whitefield,1770.0,3.0,4.0,68.0,3841.80790960452
Whitefield,1300.0,2.0,2.0,78.0,6000.0
Whitefield,1570.0,3.0,3.0,88.0,5605.095541401274
Whitefield,1216.0,2.0,2.0,84.03,6910.361842105263
Whitefield,1240.0,2.0,2.0,70.0,5645.1612903225805
Whitefield,1216.0,2.0,2.0,72.5,5962.171052631579
Whitefield,1215.0,2.0,2.0,40.0,3292.1810699588477
Whitefield,2025.0,3.0,4.0,115.0,5679.0123456790125
Whitefield,1346.0,3.0,2.0,100.0,7429.420505200595
Whitefield,1020.0,2.0,2.0,45.0,4411.764705882353
Whitefield,935.0,2.0,2.0,32.72,3499.4652406417113
Whitefield,1024.0,2.0,2.0,32.0,3125.0
Whitefield,2990.0,4.0,3.0,198.0,6622.0735785953175
Whitefield,1600.0,3.0,3.0,69.1,4318.749999999999
Whitefield,1205.0,2.0,2.0,58.0,4813.278008298756
Whitefield,1720.0,3.0,3.0,98.97,5754.069767441861
Whitefield,1600.0,3.0,3.0,95.0,5937.5
Whitefield,1655.0,3.0,3.0,108.0,6525.679758308157
Whitefield,1740.0,3.0,3.0,95.0,5459.770114942528
Whitefield,1200.0,3.0,3.0,56.72,4726.666666666667
Whitefield,1350.0,2.0,2.0,88.0,6518.518518518518
Whitefield,1030.0,2.0,2.0,44.0,4271.844660194175
Whitefield,1216.0,2.0,2.0,80.0,6578.9473684210525
Whitefield,2900.0,4.0,4.0,225.0,7758.620689655172
Whitefield,1340.0,2.0,2.0,101.0,7537.313432835821
Whitefield,1190.0,2.0,2.0,64.0,5378.151260504202
Whitefield,1500.0,3.0,3.0,78.57,5237.999999999999
Whitefield,1626.0,3.0,3.0,85.0,5227.552275522755
Whitefield,1195.0,2.0,2.0,61.36,5134.728033472803
Whitefield,1100.0,2.0,2.0,65.0,5909.090909090909
Whitefield,1100.0,2.0,2.0,46.5,4227.272727272727
Whitefield,1270.0,3.0,2.0,65.0,5118.110236220473
Whitefield,3117.0,3.0,3.0,261.0,8373.435996150145
Whitefield,1216.0,2.0,2.0,73.0,6003.289473684211
Whitefield,1135.0,2.0,2.0,58.0,5110.132158590309
Whitefield,3150.0,3.0,3.0,290.0,9206.349206349207
Whitefield,1185.0,2.0,2.0,56.0,4725.738396624472
Whitefield,2956.0,4.0,5.0,234.0,7916.102841677944
Whitefield,1530.0,3.0,3.0,75.0,4901.9607843137255
Whitefield,1015.0,2.0,2.0,45.0,4433.4975369458125
Whitefield,1187.0,2.0,2.0,38.0,3201.3479359730413
Whitefield,2247.0,3.0,3.0,145.0,6453.048509123276
Whitefield,3940.0,4.0,5.0,265.0,6725.888324873096
Whitefield,1190.0,2.0,2.0,59.0,4957.983193277311
Whitefield,1160.0,2.0,2.0,67.0,5775.862068965517
Whitefield,1216.0,2.0,2.0,66.88,5500.0
Whitefield,1180.0,2.0,2.0,77.0,6525.423728813559
Whitefield,2140.0,3.0,3.0,139.0,6495.327102803738
Whitefield,1314.0,2.0,2.0,84.0,6392.6940639269405
Whitefield,1530.0,3.0,3.0,73.0,4771.24183006536
Whitefield,1160.0,2.0,2.0,39.0,3362.0689655172414
Whitefield,1012.0,2.0,2.0,58.0,5731.225296442688
Whitefield,1150.0,2.0,2.0,40.21,3496.521739130435
Whitefield,1495.0,3.0,2.0,70.0,4682.274247491639
Whitefield,1340.0,2.0,2.0,41.0,3059.7014925373132
Whitefield,1431.0,3.0,3.0,85.0,5939.902166317261
Whitefield,524.0,1.0,1.0,29.0,5534.3511450381675
Whitefield,2830.0,4.0,4.0,161.0,5689.04593639576
Whitefield,2135.0,4.0,3.0,149.0,6978.922716627635
Whitefield,2500.0,4.0,4.0,100.0,4000.0
Whitefield,3075.0,4.0,2.0,188.0,6113.821138211382
Whitefield,1760.0,3.0,3.0,160.0,9090.90909090909
Whitefield,1655.0,3.0,3.0,110.0,6646.525679758308
Whitefield,840.0,1.0,1.0,57.0,6785.714285714285
Whitefield,1725.0,3.0,3.0,106.0,6144.927536231884
Whitefield,1130.0,2.0,2.0,36.0,3185.8407079646017
Whitefield,1059.0,2.0,2.0,57.0,5382.43626062323
Whitefield,516.0,1.0,1.0,39.0,7558.139534883721
Whitefield,1116.0,2.0,2.0,51.91,4651.433691756272
Whitefield,6000.0,4.0,4.0,410.0,6833.333333333333
Whitefield,1639.0,3.0,3.0,107.0,6528.370957901159
Whitefield,1820.0,3.0,3.0,113.0,6208.791208791209
Whitefield,1990.0,3.0,3.0,98.0,4924.62311557789
Whitefield,3565.0,4.0,4.0,218.0,6115.007012622721
Whitefield,3410.0,4.0,5.0,253.0,7419.354838709677
Whitefield,1345.0,3.0,3.0,58.0,4312.267657992565
Whitefield,1205.0,2.0,2.0,41.0,3402.4896265560164
Whitefield,4500.0,4.0,4.0,330.0,7333.333333333333
Whitefield,1250.0,2.0,2.0,85.0,6800.0
Whitefield,1115.0,2.0,2.0,51.91,4655.605381165919
Whitefield,1277.0,2.0,2.0,77.0,6029.757243539546
Whitefield,1820.0,3.0,3.0,140.0,7692.307692307692
Whitefield,3453.0,4.0,4.0,247.0,7153.200115841298
Whitefield,1245.0,2.0,2.0,59.76,4800.0
Whitefield,1322.5,3.0,3.0,40.985,3099.054820415879
Whitefield,1074.0,2.0,2.0,42.8,3985.102420856611
Whitefield,1200.0,2.0,2.0,46.13,3844.1666666666665
Whitefield,1200.0,2.0,2.0,45.84,3820.0
Whitefield,2280.0,3.0,4.0,125.0,5482.456140350877
Whitefield,2882.0,4.0,5.0,200.0,6939.625260235947
Whitefield,1170.0,2.0,2.0,56.0,4786.324786324786
Whitefield,1639.5,3.0,3.0,92.63,5649.893260140287
Whitefield,1390.0,2.0,2.0,72.0,5179.856115107914
Whitefield,1634.0,3.0,3.0,68.0,4161.566707466341
Whitefield,1190.0,2.0,2.0,70.0,5882.35294117647
Whitefield,1105.0,2.0,2.0,35.4,3203.6199095022625
Whitefield,1270.0,2.0,2.0,94.0,7401.574803149606
Whitefield,1220.0,2.0,2.0,89.0,7295.081967213115
Whitefield,1116.0,2.0,2.0,51.91,4651.433691756272
Whitefield,1436.0,3.0,2.0,62.15,4327.994428969359
Whitefield,3758.0,3.0,3.0,300.0,7982.969664715274
Whitefield,1452.0,3.0,2.0,46.29,3188.0165289256197
Whitefield,1370.0,2.0,2.0,56.0,4087.5912408759123
Whitefield,1050.0,2.0,2.0,43.0,4095.2380952380954
Whitefield,1496.0,3.0,2.0,71.81,4800.133689839572
Whitefield,1216.0,2.0,2.0,72.0,5921.0526315789475
Whitefield,1158.0,2.0,2.0,55.0,4749.568221070812
Whitefield,5400.0,4.0,5.0,475.0,8796.296296296296
Whitefield,1396.0,3.0,3.0,74.0,5300.859598853868
Whitefield,1175.0,2.0,2.0,41.0,3489.3617021276596
Whitefield,1315.0,2.0,2.0,55.0,4182.509505703422
Whitefield,1451.0,3.0,2.0,46.4,3197.7946243969677
Whitefield,1063.0,2.0,2.0,42.52,4000.0
Whitefield,1346.0,2.0,2.0,76.01,5647.102526002973
Whitefield,1276.0,2.0,2.0,69.5,5446.7084639498435
Whitefield,1317.0,2.0,2.0,52.0,3948.3675018982535
Whitefield,2858.0,4.0,4.0,137.0,4793.561931420574
Whitefield,1615.0,3.0,3.0,96.9,6000.0
Whitefield,1220.0,2.0,2.0,55.0,4508.196721311476
Whitefield,1116.0,2.0,2.0,48.76,4369.1756272401435
Whitefield,1400.0,3.0,2.0,56.0,4000.0
Whitefield,1140.0,2.0,2.0,55.0,4824.561403508772
Whitefield,1295.0,2.0,2.0,64.5,4980.694980694981
Whitefield,1200.0,2.0,2.0,70.0,5833.333333333333
Whitefield,1015.0,2.0,2.0,56.0,5517.241379310345
Whitefield,1430.0,3.0,3.0,52.0,3636.3636363636365
Whitefield,1216.0,2.0,2.0,75.0,6167.763157894737
Whitefield,1010.0,3.0,2.0,45.0,4455.445544554455
Whitefield,2321.0,3.0,4.0,157.0,6764.325721671693
Whitefield,1224.0,2.0,2.0,75.0,6127.450980392156
Whitefield,1655.0,3.0,3.0,113.0,6827.794561933535
Whitefield,1740.0,3.0,3.0,85.0,4885.057471264367
Whitefield,4144.0,5.0,5.0,331.0,7987.451737451737
Whitefield,925.0,2.0,2.0,35.0,3783.7837837837837
Whitefield,1175.0,2.0,2.0,50.0,4255.31914893617
Whitefield,1200.0,3.0,3.0,67.75,5645.833333333333
Whitefield,2444.0,4.0,4.0,145.0,5932.896890343699
Whitefield,1270.0,2.0,2.0,110.0,8661.417322834646
Whitefield,1660.0,3.0,3.0,110.0,6626.506024096386
Whitefield,1270.0,2.0,2.0,105.0,8267.71653543307
Whitefield,1315.0,2.0,2.0,69.5,5285.171102661597
Whitefield,1173.0,2.0,2.0,78.2,6666.666666666667
Whitefield,1362.0,2.0,2.0,85.0,6240.822320117474
Whitefield,955.0,2.0,2.0,38.19,3998.952879581152
Whitefield,1457.0,3.0,2.0,105.0,7206.588881262869
Whitefield,1720.0,3.0,3.0,128.0,7441.860465116279
Whitefield,1500.0,3.0,3.0,61.9,4126.666666666667
Whitefield,1495.0,2.0,2.0,78.0,5217.391304347826
Whitefield,1270.0,2.0,2.0,52.0,4094.488188976378
Whitefield,1564.0,3.0,3.0,103.0,6585.677749360614
Whitefield,1240.0,2.0,2.0,41.0,3306.451612903226
Whitefield,1500.0,3.0,3.0,71.0,4733.333333333333
Whitefield,1404.0,3.0,2.0,59.0,4202.279202279202
Whitefield,1639.0,3.0,3.0,107.0,6528.370957901159
Whitefield,1760.0,3.0,3.0,139.0,7897.727272727273
Whitefield,613.0,1.0,1.0,48.0,7830.342577487765
Whitefield,1730.0,3.0,3.0,125.0,7225.43352601156
Whitefield,1453.0,3.0,2.0,58.0,3991.741225051617
Whitefield,877.0,1.0,1.0,59.0,6727.480045610034
Whitefield,2856.0,4.0,5.0,154.5,5409.663865546218
Whitefield,3453.0,5.0,4.0,231.0,6689.834926151173
Yelachenahalli,1400.0,3.0,2.0,55.0,3928.5714285714284
Yelachenahalli,1464.0,3.0,2.0,105.0,7172.131147540984
Yelachenahalli,2400.0,2.0,1.0,150.0,6250.0
Yelachenahalli,1700.0,3.0,3.0,130.0,7647.058823529412
Yelachenahalli,1080.0,2.0,2.0,55.0,5092.592592592592
Yelachenahalli,1400.0,2.0,2.0,78.0,5571.428571428572
Yelachenahalli,1330.0,3.0,3.0,73.5,5526.315789473684
Yelachenahalli,800.0,2.0,1.0,30.0,3750.0
Yelachenahalli,1100.0,2.0,2.0,60.0,5454.545454545455
Yelachenahalli,1365.0,3.0,2.0,72.0,5274.725274725275
Yelachenahalli,1103.0,2.0,2.0,55.0,4986.400725294651
Yelachenahalli,1000.0,2.0,2.0,50.0,5000.0
Yelahanka,1600.0,3.0,2.0,75.0,4687.5
Yelahanka,1326.0,2.0,2.0,78.0,5882.35294117647
Yelahanka,1282.0,3.0,2.0,48.7,3798.751950078003
Yelahanka,1350.0,2.0,2.0,55.55,4114.814814814815
Yelahanka,1035.0,2.0,2.0,45.0,4347.826086956522
Yelahanka,1350.0,2.0,2.0,54.0,4000.0
Yelahanka,1132.5,2.0,2.0,48.13,4249.889624724062
Yelahanka,1210.0,2.0,2.0,45.98,3800.0
Yelahanka,1705.0,3.0,3.0,95.0,5571.847507331378
Yelahanka,1234.0,2.0,2.0,80.0,6482.982171799027
Yelahanka,1315.0,2.0,2.0,85.0,6463.878326996198
Yelahanka,1170.0,2.0,2.0,62.5,5341.880341880342
Yelahanka,1450.0,3.0,3.0,65.255,4500.3448275862065
Yelahanka,697.0,1.0,1.0,45.0,6456.241032998565
Yelahanka,1120.0,2.0,2.0,55.0,4910.714285714285
Yelahanka,1662.0,3.0,2.0,67.98,4090.2527075812272
Yelahanka,2195.0,3.0,4.0,127.0,5785.876993166287
Yelahanka,1075.0,2.0,2.0,51.5,4790.697674418605
Yelahanka,1614.0,3.0,3.0,95.0,5885.9975216852545
Yelahanka,1381.0,3.0,2.0,52.48,3800.1448225923245
Yelahanka,628.0,1.0,1.0,24.0,3821.6560509554142
Yelahanka,890.0,2.0,2.0,40.0,4494.38202247191
Yelahanka,1815.0,3.0,3.0,82.0,4517.906336088155
Yelahanka,654.0,1.0,1.0,38.4,5871.559633027523
Yelahanka,1150.0,2.0,2.0,46.0,4000.0
Yelahanka,1705.0,3.0,3.0,74.16,4349.560117302053
Yelahanka,3461.0,4.0,2.0,173.0,4998.55533082924
Yelahanka,3042.0,4.0,4.0,131.0,4306.37738330046
Yelahanka,1065.0,2.0,2.0,40.84,3834.7417840375592
Yelahanka,1036.0,2.0,2.0,39.35,3798.262548262548
Yelahanka,1300.0,2.0,2.0,65.0,5000.0
Yelahanka,1825.0,3.0,3.0,105.0,5753.424657534247
Yelahanka,1603.0,3.0,3.0,96.0,5988.7710542732375
Yelahanka,1304.0,2.0,2.0,79.0,6058.2822085889575
Yelahanka,1455.0,3.0,3.0,61.5,4226.80412371134
Yelahanka,1180.0,2.0,2.0,42.0,3559.322033898305
Yelahanka,1616.0,3.0,3.0,65.0,4022.2772277227723
Yelahanka,915.0,2.0,2.0,48.0,5245.901639344263
Yelahanka,1026.0,2.0,2.0,41.0,3996.101364522417
Yelahanka,1517.0,3.0,3.0,76.3,5029.663810151615
Yelahanka,2912.5,4.0,6.0,125.5,4309.01287553648
Yelahanka,600.0,2.0,2.0,27.0,4500.0
Yelahanka,1274.0,2.0,2.0,48.42,3800.6279434850862
Yelahanka,1327.0,2.0,2.0,85.0,6405.42577241899
Yelahanka,1371.0,3.0,2.0,65.0,4741.064916119621
Yelahanka,1712.0,3.0,3.0,82.0,4789.719626168225
Yelahanka,1566.0,3.0,3.0,97.0,6194.125159642401
Yelahanka,1180.0,3.0,3.0,55.0,4661.016949152542
Yelahanka,1270.0,2.0,2.0,78.0,6141.7322834645665
Yelahanka,1400.0,3.0,2.0,80.54,5752.857142857143
Yelahanka,1391.0,3.0,2.0,64.5,4636.951833213516
Yelahanka,1322.0,2.0,2.0,86.0,6505.295007564297
Yelahanka,1100.0,2.0,2.0,70.0,6363.636363636364
Yelahanka,1200.0,2.0,2.0,70.0,5833.333333333333
Yelahanka,1326.0,2.0,2.0,57.0,4298.6425339366515
Yelahanka,4000.0,5.0,5.0,220.0,5500.0
Yelahanka,2675.0,4.0,4.0,140.0,5233.644859813084
Yelahanka,1500.0,3.0,2.0,63.0,4200.0
Yelahanka,654.0,1.0,1.0,37.0,5657.492354740061
Yelahanka,1465.0,3.0,3.0,80.01,5461.433447098977
Yelahanka,1721.0,3.0,3.0,80.86,4698.4311446833235
Yelahanka,1060.0,2.0,2.0,40.0,3773.5849056603774
Yelahanka,1226.0,2.0,2.0,52.71,4299.347471451876
Yelahanka,1692.0,3.0,3.0,83.0,4905.437352245863
Yelahanka,1033.0,2.0,2.0,52.58,5090.0290416263315
Yelahanka,1390.0,2.0,2.0,65.31,4698.561151079137
Yelahanka,1040.0,2.0,2.0,48.86,4698.076923076923
Yelahanka,1345.0,3.0,2.0,57.0,4237.918215613383
Yelahanka,2145.0,3.0,3.0,125.0,5827.505827505827
Yelahanka,1200.0,2.0,2.0,54.0,4500.0
Yelahanka,1322.0,2.0,2.0,75.0,5673.2223903177
Yelahanka,1036.0,2.0,2.0,39.37,3800.1930501930497
Yelahanka,1405.0,2.0,2.0,50.58,3600.0
Yelahanka,602.0,1.0,1.0,26.0,4318.936877076412
Yelahanka,1100.0,2.0,2.0,60.0,5454.545454545455
Yelahanka,1614.0,3.0,2.0,100.0,6195.786864931846
Yelahanka,1890.0,3.0,3.0,108.0,5714.285714285715
Yelahanka,1556.0,3.0,3.0,86.0,5526.9922879177375
Yelahanka,1610.0,3.0,4.0,85.0,5279.503105590062
Yelahanka,1075.0,3.0,2.0,42.0,3906.9767441860463
Yelahanka,1484.0,3.0,2.0,56.4,3800.5390835579515
Yelahanka,1260.0,2.0,2.0,59.2,4698.412698412699
Yelahanka,1102.0,2.0,2.0,52.0,4718.693284936479
Yelahanka,1519.0,2.0,2.0,65.0,4279.131007241606
Yelahanka,1859.0,3.0,3.0,108.0,5809.575040344271
Yelahanka,1050.0,2.0,2.0,45.0,4285.714285714285
Yelahanka,1322.0,2.0,2.0,80.0,6051.437216338881
Yelahanka,1285.0,2.0,2.0,56.0,4357.976653696498
Yelahanka,845.0,2.0,2.0,43.0,5088.757396449704
Yelahanka,2600.0,4.0,4.0,175.0,6730.7692307692305
Yelahanka,1305.0,2.0,2.0,78.0,5977.0114942528735
Yelahanka,1180.0,2.0,2.0,56.0,4745.762711864407
Yelahanka,1711.0,3.0,3.0,85.61,5003.506721215664
Yelahanka,1315.0,2.0,2.0,75.0,5703.42205323194
Yelahanka,3600.0,6.0,6.0,200.0,5555.555555555556
Yelahanka,1390.0,2.0,2.0,70.21,5051.079136690647
Yelahanka,1614.0,3.0,3.0,95.0,5885.9975216852545
Yelahanka,1650.0,3.0,3.0,105.0,6363.636363636364
Yelahanka,1200.0,2.0,2.0,55.0,4583.333333333333
Yelahanka,990.0,2.0,2.0,37.62,3799.9999999999995
Yelahanka,935.0,2.0,2.0,35.53,3800.0
Yelahanka,1282.0,3.0,2.0,48.72,3800.312012480499
Yelahanka,3990.0,4.0,4.0,260.0,6516.290726817043
Yelahanka,1620.0,3.0,3.0,90.0,5555.555555555556
Yelahanka,654.0,1.0,1.0,36.25,5542.813455657492
Yelahanka,1614.0,3.0,3.0,93.0,5762.081784386617
Yelahanka,694.0,1.0,1.0,30.84,4443.804034582133
Yelahanka,1115.0,2.0,2.0,60.0,5381.165919282511
Yelahanka,2317.0,3.0,4.0,140.0,6042.296072507553
Yelahanka,1653.0,3.0,3.0,93.0,5626.134301270417
Yelahanka,654.0,1.0,1.0,38.0,5810.397553516819
Yelahanka,1633.0,2.0,2.0,72.0,4409.0630740967545
Yelahanka,1445.0,2.0,2.0,82.0,5674.740484429066
Yelahanka,1225.0,2.0,2.0,62.0,5061.224489795918
Yelahanka,602.0,1.0,1.0,38.0,6312.292358803987
Yelahanka,697.0,1.0,1.0,35.0,5021.520803443329
Yelahanka,1065.0,2.0,2.0,41.38,3885.446009389672
Yelahanka,682.0,1.0,1.0,36.23,5312.316715542522
Yelahanka,1023.0,2.0,2.0,52.59,5140.762463343109
Yelahanka,1560.0,3.0,2.0,98.0,6282.051282051282
Yelahanka,1780.0,3.0,3.0,107.0,6011.23595505618
Yelahanka,1342.0,3.0,2.0,75.0,5588.673621460507
Yelahanka,1823.0,3.0,3.0,103.0,5650.027427317608
Yelahanka,1792.0,3.0,3.0,104.0,5803.571428571428
Yelahanka,1304.0,2.0,2.0,69.97,5365.79754601227
Yelahanka,1250.0,2.0,2.0,54.0,4320.0
Yelahanka,1270.0,2.0,2.0,57.0,4488.188976377953
Yelahanka,1300.0,2.0,2.0,69.23,5325.384615384615
