,AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,SALES_PRICE
6158,Chrompet,724.0,1.0,1.0,105.29
6159,Chrompet,1007.0,1.0,1.0,74.57
6160,Velachery,1875.0,3.0,2.0,150.62
6161,Adyar,1150.0,1.0,1.0,116.61
6162,Velachery,1693.0,2.0,1.0,127.59
6163,Velachery,1538.0,2.0,1.0,68.31
6164,Anna Nagar,1993.0,2.0,1.0,233.15
6165,Adyar,926.0,1.0,1.0,123.11
6166,Anna Nagar,1994.0,2.0,1.0,151.47
6167,Chrompet,1061.0,1.0,1.0,94.01
6168,Anna Nagar,1803.0,2.0,1.0,128.28
6169,Velachery,1664.0,2.0,1.0,142.99
6170,Adyar,978.0,1.0,1.0,68.03
6171,T Nagar,1914.0,2.0,1.0,134.09
6172,Velachery,1668.0,2.0,1.0,90.35
6173,Adyar,1205.0,2.0,2.0,142.79
6174,Karapakkam,685.0,1.0,1.0,56.94
6175,KK Nagar,2088.0,3.0,2.0,110.29
6176,Chrompet,1014.0,1.0,1.0,107.42
6177,Chrmpet,806.0,1.0,1.0,77.79
6178,Velachery,1545.0,2.0,1.0,96.75
6179,Chrompet,1045.0,1.0,1.0,135.21
6180,T Nagar,1951.0,2.0,1.0,135.77
6181,Karapakkam,898.0,1.0,1.0,51.64
6182,KK Nagar,2339.0,4.0,2.0,188.3
6183,KK Nagar,2379.0,4.0,2.0,118.97
6184,Karapakkam,1692.0,2.0,2.0,99.67
6185,KK Nagar,2352.0,4.0,2.0,144.05
6186,Chrompet,1114.0,1.0,1.0,97.38
6187,Anna Nagar,1890.0,2.0,1.0,133.83
6188,KK Nagar,2363.0,4.0,2.0,114.73
6189,Velachery,1527.0,2.0,1.0,121.48
6190,KK Nagar,2193.0,3.0,2.0,134.92
6191,Adyar,1206.0,2.0,2.0,93.78
6192,Chrompet,728.0,1.0,1.0,77.06
6193,Chrompet,1231.0,2.0,1.0,95.4
6194,Velachery,1735.0,2.0,1.0,150.0
6195,Karapakkam,1266.0,1.0,1.0,68.02
6196,Velachery,1977.0,3.0,2.0,78.29
6197,T Nagar,1915.0,2.0,1.0,134.65
6198,Chrompet,1295.0,2.0,1.0,115.53
6199,Chrompet,749.0,1.0,1.0,95.44
6200,T Nagar,1884.0,2.0,1.0,204.98
6201,KK Nagar,1361.0,2.0,1.0,106.38
6202,KK Nagar,1934.0,3.0,2.0,109.16
6203,Chrompet,1055.0,1.0,1.0,100.13
6204,Chrompet,851.0,1.0,1.0,102.0
6205,Chrompet,1118.0,1.0,1.0,81.54
6206,Karapakkam,1451.0,2.0,2.0,54.9
6207,KK Nagar,2470.0,4.0,2.0,116.32
6208,Chrompet,935.0,1.0,1.0,110.56
6209,KK Nagar,2500.0,4.0,2.0,121.14
6210,Anna Nagar,1984.0,2.0,1.0,206.54
6211,Anna Nagar,1818.0,2.0,1.0,150.26
6212,Velachery,1741.0,2.0,1.0,109.91
6213,Chrompet,1065.0,1.0,1.0,89.34
6214,Chrompet,858.0,1.0,1.0,115.98
6215,Chrompet,702.0,1.0,1.0,64.37
6216,Karapakkam,613.0,1.0,1.0,40.04
6217,Anna Nagar,1896.0,2.0,1.0,206.85
6218,Karapakkam,833.0,1.0,1.0,32.67
6219,KK Nagar,2047.0,3.0,2.0,124.02
6220,T Nagar,1579.0,1.0,1.0,191.24
6221,Chrompet,988.0,1.0,1.0,120.2
6222,T Nagar,1667.0,1.0,1.0,134.76
6223,Karapakkam,1184.0,1.0,1.0,37.93
6224,Velachery,1733.0,2.0,1.0,110.12
6225,Chrompet,1106.0,1.0,1.0,90.07
6226,KK Nagar,2058.0,4.0,2.0,170.77
6227,Chrompet,1055.0,1.0,1.0,87.99
6228,T Nagar,1735.0,1.0,1.0,142.18
6229,Chrompet,809.0,1.0,1.0,73.48
6230,KK Nagar,1335.0,2.0,1.0,90.2
6231,Karapakkam,652.0,1.0,1.0,50.94
6232,Chrompet,1095.0,1.0,1.0,113.02
6233,Karapakkam,1477.0,2.0,2.0,76.85
6234,Velachery,1819.0,3.0,2.0,83.8
6235,T Nagar,1982.0,2.0,1.0,158.81
6236,Anna Nagar,1599.0,1.0,1.0,113.92
6237,Chrompet,941.0,1.0,1.0,96.96
6238,Chrompet,1198.0,1.0,1.0,90.21
6239,Adyar,967.0,1.0,1.0,100.09
6240,Velachery,1637.0,2.0,1.0,121.3
6241,Karapakkam,1678.0,2.0,2.0,67.66
6242,Adyar,1023.0,1.0,1.0,88.48
6243,Karapakkam,774.0,1.0,1.0,45.78
6244,Chrompet,1032.0,1.0,1.0,116.8
6245,Chrompet,889.0,1.0,1.0,100.1
6246,Karapakkam,974.0,1.0,1.0,58.9
6247,Karapakkam,790.0,1.0,1.0,69.18
6248,Karapakkam,931.0,1.0,1.0,51.46
6249,Adyar,659.0,1.0,1.0,79.46
6250,KK Nagar,2120.0,3.0,2.0,186.04
6251,Chrompet,843.0,1.0,1.0,73.59
6252,Chrompet,736.0,1.0,1.0,94.36
6253,Chrompet,1053.0,1.0,1.0,78.2
6254,Velachery,1596.0,2.0,1.0,125.37
6255,Karapakkam,1368.0,2.0,2.0,54.3
6256,Anna Nagar,1544.0,1.0,1.0,132.42
6257,KK Nagar,1486.0,2.0,1.0,125.5
6258,Chrompet,1285.0,2.0,1.0,93.18
6259,Karapakkam,1501.0,2.0,2.0,77.31
6260,KK Nagar,2218.0,3.0,2.0,127.31
6261,Chrompet,1117.0,1.0,1.0,98.71
6262,Anna Nagar,1561.0,1.0,1.0,113.26
6263,Karapakkam,792.0,1.0,1.0,43.16
6264,Adyar,1212.0,2.0,2.0,89.59
6265,T Nagar,1977.0,2.0,1.0,121.34
6266,Anna Nagar,1965.0,2.0,1.0,222.18
6267,Karapakkam,775.0,1.0,1.0,49.81
6268,Chrompet,892.0,1.0,1.0,85.68
6269,KK Nagar,1696.0,2.0,1.0,93.04
6270,Chrompet,833.0,1.0,1.0,98.91
6271,Karapakkam,541.0,1.0,1.0,59.95
6272,KK Nagar,1414.0,2.0,1.0,103.32
6273,Velachery,1966.0,3.0,2.0,158.99
6274,Chrompet,704.0,1.0,1.0,77.7
6275,Chrompet,871.0,1.0,1.0,94.15
6276,KK Nagar,1380.0,2.0,1.0,114.01
6277,T Nagar,1885.0,2.0,1.0,206.03
6278,Karapakkam,916.0,1.0,1.0,54.88
6279,Chrompet,1115.0,1.0,1.0,121.82
6280,Chrompet,919.0,1.0,1.0,113.37
6281,Karapakkam,883.0,1.0,1.0,40.49
6282,KK Nagar,2065.0,3.0,2.0,130.33
6283,Velachery,1869.0,3.0,2.0,117.84
6284,Velachery,1625.0,2.0,1.0,141.98
6285,Karapakkam,537.0,1.0,1.0,53.32
6286,Velachery,1534.0,2.0,1.0,96.55
6287,Chrompet,1082.0,1.0,1.0,97.33
6288,Chrompet,1279.0,2.0,1.0,112.4
6289,T Nagar,1544.0,1.0,1.0,115.67
6290,Chrompet,1101.0,1.0,1.0,136.76
6291,Karapakkam,1230.0,1.0,1.0,54.36
6292,Karapakkam,956.0,1.0,1.0,76.86
6293,Karapakkam,552.0,1.0,1.0,52.54
6294,Chrompet,925.0,1.0,1.0,85.83
6295,Anna Nagar,1822.0,2.0,1.0,147.27
6296,T Nagar,1781.0,1.0,1.0,202.89
6297,Anna Nagar,1628.0,1.0,1.0,130.88
6298,KK Nagar,1736.0,2.0,1.0,106.22
6299,KK Nagar,2016.0,3.0,2.0,113.75
6300,Adyar,779.0,1.0,1.0,61.47
6301,Chrompet,1217.0,2.0,1.0,107.18
6302,Velachery,1601.0,2.0,1.0,130.27
6303,Karapakkam,1201.0,1.0,1.0,95.06
6304,Karapakkam,579.0,1.0,1.0,57.1
6305,KK Nagar,2289.0,4.0,2.0,185.77
6306,Adyar,1023.0,1.0,1.0,90.13
6307,KK Nagar,1900.0,3.0,2.0,164.34
6308,Chrompet,807.0,1.0,1.0,93.3
6309,T Nagar,1653.0,1.0,1.0,190.03
6310,KK Nagar,1452.0,2.0,1.0,103.78
6311,T Nagar,1934.0,2.0,1.0,214.48
6312,Velachery,1972.0,3.0,2.0,114.75
6313,Anna Nagar,1606.0,1.0,1.0,114.56
6314,T Nagar,1908.0,2.0,1.0,203.98
6315,Chrompet,741.0,1.0,1.0,82.59
6316,Adyar,734.0,1.0,1.0,102.18
6317,TNagar,1504.0,1.0,1.0,165.95
6318,Chrompet,1121.0,1.0,1.0,71.61
6319,Anna Nagar,1979.0,2.0,1.0,129.52
6320,Karapakkam,1105.0,1.0,1.0,89.37
6321,Velachery,1528.0,2.0,1.0,70.86
6322,Anna Nagar,1712.0,1.0,1.0,124.99
6323,Adyar,955.0,1.0,1.0,95.52
6324,Chrompet,802.0,1.0,1.0,80.23
6325,Karapakkam,701.0,1.0,1.0,37.85
6326,Karapakkam,1418.0,2.0,2.0,65.56
6327,Adyar,1155.0,1.0,1.0,134.68
6328,Chrompet,1061.0,1.0,1.0,101.57
6329,KK Nagar,2258.0,4.0,2.0,173.46
6330,Chrompet,947.0,1.0,1.0,90.61
6331,KK Nagar,1868.0,3.0,2.0,120.44
6332,T Nagar,1713.0,1.0,1.0,127.34
6333,Chrompet,886.0,1.0,1.0,103.54
6334,KK Nagar,2122.0,3.0,2.0,171.56
6335,Karapakkam,980.0,1.0,1.0,61.84
6336,Anna Nagar,1916.0,2.0,1.0,234.08
6337,KK Nagar,2079.0,3.0,2.0,175.94
6338,Karapakkam,1377.0,2.0,2.0,61.0
6339,KK Nagar,2363.0,4.0,2.0,184.57
6340,Karapakkam,1568.0,2.0,2.0,78.14
6341,Adyar,1210.0,2.0,2.0,112.27
6342,Karapakkam,1179.0,1.0,1.0,58.74
6343,Adyar,822.0,1.0,1.0,96.88
6344,Chrompet,1235.0,2.0,1.0,79.99
6345,T Nagar,1735.0,1.0,1.0,217.7
6346,Chrompet,745.0,1.0,1.0,76.18
6347,Chrompet,794.0,1.0,1.0,67.62
6348,T Nagar,1979.0,2.0,1.0,227.26
6349,T Nagar,1641.0,1.0,1.0,132.55
6350,Velachery,1718.0,2.0,1.0,119.14
6351,Chrompet,706.0,1.0,1.0,71.7
6352,Adyar,728.0,1.0,1.0,90.94
6353,Velachery,1948.0,3.0,2.0,89.89
6354,T Nagar,1863.0,2.0,1.0,139.12
6355,Anna Nagar,1849.0,2.0,1.0,211.04
6356,Velachery,1528.0,2.0,1.0,78.83
6357,Anna Nagar,1979.0,2.0,1.0,146.57
6358,KK Nagar,1639.0,2.0,1.0,110.97
6359,Karapakkam,796.0,1.0,1.0,47.88
6360,Chrompet,794.0,1.0,1.0,85.48
6361,Adyar,748.0,1.0,1.0,71.75
6362,Chrompet,1278.0,2.0,1.0,105.74
6363,Adyar,838.0,1.0,1.0,83.46
6364,KK Nagar,2459.0,4.0,2.0,117.17
6365,Karapakkam,1358.0,2.0,2.0,71.3
6366,Karapakkam,731.0,1.0,1.0,61.18
6367,Adyar,973.0,1.0,1.0,109.79
6368,Anna Nagar,1757.0,1.0,1.0,136.36
6369,Anna Nagar,1995.0,2.0,1.0,139.23
6370,Chrompet,870.0,1.0,1.0,72.35
6371,Chrompet,1035.0,1.0,1.0,82.74
6372,KK Nagar,2205.0,3.0,2.0,164.73
6373,Chrompet,709.0,1.0,1.0,112.31
6374,Karapakkam,1206.0,1.0,1.0,57.52
6375,Adyar,685.0,1.0,1.0,69.8
6376,Anna Nagar,1690.0,1.0,1.0,192.61
6377,Adyar,786.0,1.0,1.0,70.45
6378,Chrompet,1136.0,1.0,1.0,86.56
6379,Chrompet,1268.0,2.0,1.0,139.83
6380,Karapakkam,1012.0,1.0,1.0,69.87
6381,Chrompet,1198.0,1.0,1.0,138.92
6382,Karapakkam,1152.0,1.0,1.0,63.4
6383,Chrompet,1034.0,1.0,1.0,120.53
6384,T Nagar,1869.0,2.0,1.0,212.83
6385,Chrompet,773.0,1.0,1.0,88.25
6386,KK Nagar,2273.0,4.0,2.0,119.51
6387,Chrompet,956.0,1.0,1.0,98.93
6388,Adyar,939.0,1.0,1.0,81.16
6389,KK Nagar,1938.0,3.0,2.0,101.61
6390,Anna Nagar,1764.0,1.0,1.0,203.29
6391,T Nagar,1920.0,2.0,1.0,144.89
6392,Karapakkam,525.0,1.0,1.0,49.8
6393,Adyar,653.0,1.0,1.0,60.59
6394,Anna Nagar,1700.0,1.0,1.0,191.25
6395,Velachery,1505.0,2.0,1.0,120.9
6396,Karapakkam,1589.0,2.0,2.0,72.7
6397,Velachery,1829.0,3.0,2.0,127.75
6398,Chrompet,963.0,1.0,1.0,125.31
6399,KK Nagar,1724.0,2.0,1.0,97.75
6400,Adyar,731.0,1.0,1.0,79.96
6401,Anna Nagar,1911.0,2.0,1.0,111.21
6402,Chrompet,1239.0,2.0,1.0,103.35
6403,Karapakkam,508.0,1.0,1.0,39.44
6404,Chrompet,893.0,1.0,1.0,80.32
6405,Velachery,1973.0,3.0,2.0,164.44
6406,Chrompet,1050.0,1.0,1.0,77.34
6407,Velachery,1779.0,2.0,1.0,135.16
6408,Adyar,1078.0,1.0,1.0,125.09
6409,KK Nagar,2470.0,4.0,2.0,197.53
6410,Adyar,1170.0,1.0,1.0,139.27
6411,Adyar,706.0,1.0,1.0,48.29
6412,Anna Nagar,1897.0,2.0,1.0,120.87
6413,KK Nagar,1858.0,3.0,2.0,114.44
6414,Adyar,1134.0,1.0,1.0,96.85
6415,Karapakkam,1057.0,1.0,1.0,39.69
6416,T Nagar,1630.0,1.0,1.0,121.21
6417,KK Nagar,2202.0,3.0,2.0,161.53
6418,Chrompet,1209.0,2.0,1.0,90.61
6419,Chrompet,1068.0,1.0,1.0,134.27
6420,Karapakkam,1366.0,2.0,2.0,76.62
6421,T Nagar,1727.0,1.0,1.0,196.98
6422,Anna Nagar,1673.0,1.0,1.0,116.05
6423,T Nagar,1954.0,2.0,1.0,148.85
6424,Adyar,1022.0,1.0,1.0,112.95
6425,Anna Nagar,1915.0,2.0,1.0,135.31
6426,Chrompet,803.0,1.0,1.0,68.22
6427,Adyar,1241.0,2.0,2.0,100.7
6428,Chrompet,993.0,1.0,1.0,101.89
6429,Adyar,779.0,1.0,1.0,88.53
6430,Velachery,1972.0,3.0,2.0,106.11
6431,KK Nagar,2366.0,4.0,2.0,127.63
6432,Adyar,1104.0,1.0,1.0,90.8
6433,Velachery,1509.0,2.0,1.0,93.19
6434,KK Nagar,2001.0,3.0,2.0,168.42
6435,Velachery,1735.0,2.0,1.0,95.93
6436,Chrompet,730.0,1.0,1.0,107.06
6437,Chrompet,1148.0,1.0,1.0,86.9
6438,T Nagar,1781.0,1.0,1.0,135.8
6439,Chrompet,951.0,1.0,1.0,103.03
6440,Chrompet,1189.0,1.0,1.0,146.46
6441,Velachery,1899.0,3.0,2.0,124.51
6442,Chrompet,1212.0,2.0,1.0,109.95
6443,Chrompet,1136.0,1.0,1.0,85.78
6444,Adyar,1059.0,1.0,1.0,62.12
6445,KK Nagar,2172.0,3.0,2.0,130.27
6446,KK Nagar,2451.0,4.0,2.0,198.08
6447,Velachery,1834.0,3.0,2.0,137.47
6448,Velachery,1609.0,2.0,1.0,87.56
6449,Anna Nagar,1845.0,2.0,1.0,209.4
6450,KK Nagar,2084.0,3.0,2.0,180.99
6451,Adyar,936.0,1.0,1.0,84.88
6452,KK Nagar,2403.0,4.0,2.0,184.84
6453,Anna Nagar,1533.0,1.0,1.0,145.61
6454,Chrompet,856.0,1.0,1.0,85.41
6455,Chrompet,841.0,1.0,1.0,109.37
6456,Chrompet,1083.0,1.0,1.0,86.42
6457,Velachery,1721.0,2.0,1.0,87.99
6458,Chrompet,1276.0,2.0,1.0,96.16
6459,Chrompet,974.0,1.0,1.0,118.13
6460,Adyar,827.0,1.0,1.0,63.49
6461,Chrompet,1159.0,1.0,1.0,90.52
6462,Chrompet,742.0,1.0,1.0,67.25
6463,Karapakkam,849.0,1.0,1.0,94.67
6464,Chrompet,960.0,1.0,1.0,79.68
6465,Velachery,1928.0,3.0,2.0,146.86
6466,Velachery,1648.0,2.0,1.0,82.55
6467,T Nagar,1538.0,1.0,1.0,175.6
6468,Chrompet,715.0,1.0,1.0,73.0
6469,Karapakkam,1201.0,1.0,1.0,82.91
6470,Adyar,668.0,1.0,1.0,50.77
6471,Velachery,1545.0,2.0,1.0,86.24
6472,Adyar,1206.0,2.0,2.0,83.99
6473,Velachery,1694.0,2.0,1.0,148.68
6474,Anna Nagar,1656.0,1.0,1.0,129.17
6475,Chrompet,964.0,1.0,1.0,90.52
6476,Adyar,951.0,1.0,1.0,93.65
6477,Karapakkam,835.0,1.0,1.0,64.54
6478,Anna Nagar,1548.0,1.0,1.0,121.09
6479,Chrompet,827.0,1.0,1.0,87.02
6480,KK Nagar,1834.0,3.0,2.0,108.93
6481,Velachery,1840.0,3.0,2.0,85.66
6482,Velachery,1973.0,3.0,2.0,181.8
6483,Anna Nagar,1829.0,2.0,1.0,112.66
6484,T Nagar,1851.0,2.0,1.0,216.6
6485,Karapakkam,1519.0,2.0,2.0,120.96
6486,Velachery,1822.0,3.0,2.0,139.01
6487,Karapakkam,721.0,1.0,1.0,57.1
6488,Chrompet,1022.0,1.0,1.0,82.33
6489,Karapakkam,588.0,1.0,1.0,61.9
6490,Anna Nagar,1716.0,1.0,1.0,121.88
6491,Chrompet,955.0,1.0,1.0,80.59
6492,Karapakkam,817.0,1.0,1.0,84.09
6493,Adyar,1036.0,1.0,1.0,102.33
6494,Velachery,1682.0,2.0,1.0,92.84
6495,Adyar,628.0,1.0,1.0,76.04
6496,Chrompet,941.0,1.0,1.0,123.03
6497,Karapakkam,647.0,1.0,1.0,49.71
6498,Chrompet,838.0,1.0,1.0,86.89
6499,Karapakkam,849.0,1.0,1.0,64.58
6500,Adyar,1048.0,1.0,1.0,95.31
6501,KK Nagar,2383.0,4.0,2.0,196.43
6502,Chrompet,820.0,1.0,1.0,74.52
6503,Karapakkam,752.0,1.0,1.0,57.34
6504,T Nagar,1923.0,2.0,1.0,131.33
6505,Velachery,2000.0,3.0,2.0,151.09
6506,Karapakkam,1412.0,2.0,2.0,96.72
6507,Chrompet,979.0,1.0,1.0,101.73
6508,Chrompet,1000.0,1.0,1.0,98.7
6509,Adyar,961.0,1.0,1.0,83.27
6510,Karapakkam,1297.0,1.0,1.0,98.96
6511,Karapakkam,714.0,1.0,1.0,57.36
6512,Velachery,1505.0,2.0,1.0,123.69
6513,Velachery,1955.0,3.0,2.0,88.62
6514,Velachery,1578.0,2.0,1.0,140.5
6515,Chrompet,812.0,1.0,1.0,86.0
6516,Anna Nagar,1898.0,2.0,1.0,162.43
6517,Velachery,1868.0,3.0,2.0,81.1
6518,Chrompet,701.0,1.0,1.0,83.89
6519,Chrompet,1068.0,1.0,1.0,90.85
6520,Velachery,1521.0,2.0,1.0,85.64
6521,Anna Nagar,1572.0,1.0,1.0,114.48
6522,T Nagar,1910.0,2.0,1.0,153.97
6523,Chrompet,901.0,1.0,1.0,87.05
6524,Velachery,1586.0,2.0,1.0,71.98
6525,Velachery,1782.0,2.0,1.0,108.52
6526,Karapakkam,684.0,1.0,1.0,71.46
6527,Chrompet,1165.0,1.0,1.0,124.92
6528,Adyar,698.0,1.0,1.0,47.71
6529,T Nagar,1904.0,2.0,1.0,149.56
6530,KK Nagar,2386.0,4.0,2.0,194.78
6531,Anna Nagar,1640.0,1.0,1.0,195.36
6532,Karapakkam,1282.0,1.0,1.0,58.14
6533,Adyar,787.0,1.0,1.0,74.85
6534,KK Nagar,1508.0,2.0,1.0,111.64
6535,Anna Nagar,1864.0,2.0,1.0,155.57
6536,T Nagar,1803.0,2.0,1.0,206.26
6537,Chrompet,1200.0,1.0,1.0,102.92
6538,T Nagar,1743.0,1.0,1.0,199.55
6539,Chrompet,771.0,1.0,1.0,75.43
6540,KK Nagar,1325.0,1.0,1.0,86.77
6541,Velachery,1569.0,2.0,1.0,89.37
6542,Chrompet,1019.0,1.0,1.0,98.61
6543,Karapakkam,1524.0,2.0,2.0,54.12
6544,Chrompet,1202.0,2.0,1.0,125.49
6545,Chrompet,802.0,1.0,1.0,97.88
6546,Anna Nagar,1968.0,2.0,1.0,225.8
6547,Velachery,1693.0,2.0,1.0,81.68
6548,Chrompet,932.0,1.0,1.0,89.25
6549,Karapakkam,1071.0,1.0,1.0,64.78
6550,Velachery,1866.0,3.0,2.0,101.14
6551,Velachery,1844.0,3.0,2.0,95.73
6552,Chrompet,1016.0,1.0,1.0,88.96
6553,Karapakkam,803.0,1.0,1.0,77.94
6554,Chrompet,862.0,1.0,1.0,79.91
6555,Velachery,1500.0,2.0,1.0,76.86
6556,KK Nagar,2491.0,4.0,2.0,200.16
6557,Velachery,1704.0,2.0,1.0,98.11
6558,Velachery,1803.0,3.0,2.0,147.06
6559,T Nagar,1541.0,1.0,1.0,125.22
6560,Chrompet,1178.0,1.0,1.0,127.18
6561,Karapakkam,1473.0,2.0,2.0,120.84
6562,Karapakkam,594.0,1.0,1.0,65.18
6563,T Nagar,1701.0,1.0,1.0,204.61
6564,Karapakkam,1169.0,1.0,1.0,72.03
6565,Anna Nagar,1684.0,1.0,1.0,198.72
6566,T Nagar,1569.0,1.0,1.0,183.16
6567,Chrompet,1232.0,2.0,1.0,98.15
6568,Chrompet,958.0,1.0,1.0,100.01
6569,KK Nagar,1583.0,2.0,1.0,95.88
6570,Adyar,907.0,1.0,1.0,66.47
6571,KK Nagar,1702.0,2.0,1.0,155.97
6572,Karapakkam,739.0,1.0,1.0,69.58
6573,Velachery,1760.0,2.0,1.0,70.57
6574,Velachery,1956.0,3.0,2.0,86.76
6575,Chrompet,714.0,1.0,1.0,96.92
6576,T Nagar,1848.0,2.0,1.0,139.21
6577,Chrompet,1005.0,1.0,1.0,134.5
6578,Anna Nagar,1638.0,1.0,1.0,121.62
6579,Chrompet,1294.0,2.0,1.0,111.58
6580,T Nagar,1653.0,1.0,1.0,135.47
6581,Anna Nagar,1950.0,2.0,1.0,140.34
6582,Velachery,1841.0,3.0,2.0,163.15
6583,Karapakkam,1252.0,1.0,1.0,111.19
6584,T Nagar,1817.0,2.0,1.0,197.75
6585,KK Nagar,1337.0,2.0,1.0,87.55
6586,Velachery,1561.0,2.0,1.0,84.3
6587,Anna Nagar,1517.0,1.0,1.0,180.76
6588,T Nagar,1917.0,2.0,1.0,127.77
6589,Karapakkam,766.0,1.0,1.0,57.43
6590,Karapakkam,745.0,1.0,1.0,69.89
6591,Velachery,1562.0,2.0,1.0,99.41
6592,KK Nagar,2371.0,4.0,2.0,127.32
6593,Chrompet,991.0,1.0,1.0,86.88
6594,Karapakkam,1582.0,2.0,2.0,81.91
6595,Karapakkam,1348.0,2.0,2.0,120.85
6596,KK Nagar,1933.0,3.0,2.0,117.41
6597,Velachery,1737.0,2.0,1.0,93.42
6598,KK Nagar,2335.0,4.0,2.0,187.58
6599,Anna Nagar,1946.0,2.0,1.0,145.57
6600,Anna Nagar,1554.0,1.0,1.0,128.94
6601,Chrompet,1039.0,1.0,1.0,73.53
6602,KK Nagar,1703.0,2.0,1.0,162.91
6603,Chrompet,883.0,1.0,1.0,79.75
6604,Chrompet,1226.0,2.0,1.0,98.65
6605,Anna Nagar,1867.0,2.0,1.0,117.13
6606,T Nagar,1950.0,2.0,1.0,127.55
6607,Chrompet,1062.0,1.0,1.0,99.87
6608,Chrompet,870.0,1.0,1.0,91.99
6609,Chrompet,1032.0,1.0,1.0,105.14
6610,Adyar,1015.0,1.0,1.0,120.9
6611,KK Nagar,2289.0,4.0,2.0,129.65
6612,Adyar,785.0,1.0,1.0,88.89
6613,Adyar,878.0,1.0,1.0,82.17
6614,T Nagar,1884.0,2.0,1.0,148.45
6615,Adyar,852.0,1.0,1.0,106.44
6616,Karapakkam,1155.0,1.0,1.0,72.77
6617,Anna Nagar,1650.0,1.0,1.0,118.8
6618,Velachery,1831.0,3.0,2.0,108.49
6619,T Nagar,1509.0,1.0,1.0,105.04
6620,Karapakkam,1389.0,2.0,2.0,109.9
6621,Chrompet,1149.0,1.0,1.0,91.83
6622,KK Nagar,1402.0,2.0,1.0,109.6
6623,Anna Nagar,1781.0,1.0,1.0,129.68
6624,KK Nagar,1632.0,2.0,1.0,92.08
6625,T Nagar,1604.0,1.0,1.0,180.96
6626,Chrompet,1220.0,2.0,1.0,91.91
6627,Anna Nagar,1616.0,1.0,1.0,146.73
6628,Chrompet,1015.0,1.0,1.0,83.94
6629,Velachery,1769.0,2.0,1.0,89.94
6630,Chrompet,1264.0,2.0,1.0,94.53
6631,Velachery,1941.0,3.0,2.0,100.95
6632,Chrompet,1269.0,2.0,1.0,83.5
6633,Karapakkam,1650.0,2.0,2.0,92.88
6634,T Nagar,1639.0,1.0,1.0,136.68
6635,Velachery,1939.0,3.0,2.0,144.12
6636,Velachery,1908.0,3.0,2.0,162.22
6637,Chrompet,1142.0,1.0,1.0,116.58
6638,Chrompet,949.0,1.0,1.0,84.45
6639,Chrompet,787.0,1.0,1.0,100.3
6640,Karapakkam,1316.0,1.0,1.0,88.44
6641,KK Nagar,2060.0,3.0,2.0,180.36
6642,Chrompet,976.0,1.0,1.0,91.02
6643,Karapakkam,1357.0,2.0,2.0,112.0
6644,KK Nagar,2428.0,4.0,2.0,186.58
6645,Chrompet,1201.0,2.0,1.0,146.48
6646,Velachery,1634.0,2.0,1.0,89.78
6647,Adyar,1097.0,1.0,1.0,128.78
6648,Anna Nagar,1542.0,1.0,1.0,114.44
6649,Adyar,795.0,1.0,1.0,62.53
6650,Velachery,1656.0,2.0,1.0,134.7
6651,Karapakkam,1173.0,1.0,1.0,72.82
6652,Chrompet,999.0,1.0,1.0,114.87
6653,Chrompet,1002.0,1.0,1.0,92.95
6654,Velachery,1873.0,3.0,2.0,113.96
6655,Karapakkam,670.0,1.0,1.0,56.98
6656,KK Nagar,1355.0,2.0,1.0,129.97
6657,KK Nagar,1942.0,3.0,2.0,164.71
6658,KK Nagar,2225.0,4.0,2.0,103.11
6659,KK Nagar,1540.0,2.0,1.0,85.21
6660,Anna Nagar,1677.0,1.0,1.0,113.71
6661,KK Nagar,2453.0,4.0,2.0,138.67
6662,Adyar,1248.0,2.0,2.0,110.51
6663,Chrompet,1290.0,2.0,1.0,94.49
6664,Adyar,854.0,1.0,1.0,119.41
6665,Karapakkam,1080.0,1.0,1.0,58.11
6666,Chrompet,704.0,1.0,1.0,82.09
6667,Karapakkam,525.0,1.0,1.0,30.81
6668,Velachery,1837.0,3.0,2.0,102.06
6669,KK Nagar,2284.0,4.0,2.0,183.53
6670,Chrompet,876.0,1.0,1.0,74.83
6671,Chrompet,813.0,1.0,1.0,105.12
6672,Karapakkam,1246.0,1.0,1.0,81.03
6673,KK Nagar,1410.0,2.0,1.0,98.23
6674,T Nagar,1962.0,2.0,1.0,143.65
6675,Anna Nagar,1710.0,1.0,1.0,107.71
6676,Chrompet,867.0,1.0,1.0,109.94
6677,Velachery,1727.0,2.0,1.0,155.65
6678,Karapakkam,1101.0,1.0,1.0,39.48
6679,Anna Nagar,1721.0,1.0,1.0,113.28
6680,Anna Nagar,1623.0,1.0,1.0,129.29
6681,Anna Nagar,1684.0,1.0,1.0,126.07
6682,Anna Nagar,1671.0,1.0,1.0,185.69
6683,Chrompet,1279.0,2.0,1.0,93.13
6684,KK Nagar,1737.0,2.0,1.0,152.47
6685,Anna Nagar,1719.0,1.0,1.0,191.1
6686,Velachery,1543.0,2.0,1.0,83.79
6687,KK Nagar,1650.0,2.0,1.0,149.17
6688,KK Nagar,2454.0,4.0,2.0,198.25
6689,Velachery,1631.0,2.0,1.0,127.47
6690,Anna Nagar,1823.0,2.0,1.0,151.81
6691,KK Nagar,1879.0,3.0,2.0,114.45
6692,Chrompet,862.0,1.0,1.0,71.85
6693,Chrompet,1197.0,1.0,1.0,84.16
6694,Karapakkam,1187.0,1.0,1.0,121.03
